,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
603,4,"""Trap Queen""",Fetty Wap,2015,Trap Queen,True,https://i.scdn.co/image/ab67616d0000b273de6bd09b07e2b4af4e409f6c,2015-09-25,https://p.scdn.co/mp3-preview/e60314d664f2e19fe693e30acbcb91b9083a787a?cid=914d599079cf414bb7441d9c09e8dd1d
604,5,"""Sugar""",Maroon 5,2015,Sugar,True,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,2014-09-02,
605,6,"""Shut Up and Dance""",Walk the Moon,2015,Shut Up and Dance,False,https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3,2014-12-02,https://p.scdn.co/mp3-preview/78558b79e4571208d3bf6e6a80d06e3f23511abd?cid=914d599079cf414bb7441d9c09e8dd1d
606,7,"""Blank Space""",Taylor Swift,2015,Blank Space,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
607,8,"""Watch Me""",Silentó,2015,Watch Me (Whip / Nae Nae),False,https://i.scdn.co/image/ab67616d0000b2735a5aa346c3d8f54d4762125e,2015-05-04,
608,9,"""Earned It""",The Weeknd,2015,Earned It (Fifty Shades Of Grey),True,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
609,10,"""The Hills""",The Weeknd,2015,The Hills,True,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
610,11,"""Cheerleader (Felix Jaehn Remix)""",OMI,2015,Cheerleader - Felix Jaehn Remix Radio Edit,False,https://i.scdn.co/image/ab67616d0000b2731c61cec78c70409b783d1480,2015-10-16,https://p.scdn.co/mp3-preview/24a333a2b52d9ad88e6c9c08f2944091501a4db5?cid=914d599079cf414bb7441d9c09e8dd1d
611,12,"""Can't Feel My Face""",The Weeknd,2015,Can't Feel My Face,False,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
612,13,"""Love Me Like You Do""",Ellie Goulding,2015,Love Me Like You Do,False,https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd,2018-02-09,
613,14,"""Take Me to Church""",Hozier,2015,Take Me to Church,False,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2,2014-09-19,https://p.scdn.co/mp3-preview/88f4fc892ac1521eff9fc297a4d3e47c02b1d28e?cid=914d599079cf414bb7441d9c09e8dd1d
614,15,"""Bad Blood""",Taylor Swift featuring Kendrick Lamar,2015,Bad Blood,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
615,16,"""Lean On""",Major Lazer and DJ Snake featuring MØ,2015,Lean On,False,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,2015-11-27,https://p.scdn.co/mp3-preview/554f717643d8609879a39f0605383d39f60e9484?cid=914d599079cf414bb7441d9c09e8dd1d
616,17,"""Want to Want Me""",Jason Derulo,2015,Want to Want Me,False,https://i.scdn.co/image/ab67616d0000b273519241bcfc352fc3eaaac5db,2015-05-29,https://p.scdn.co/mp3-preview/6c0430eefec23224c3e3ff95dfe359533eaba695?cid=914d599079cf414bb7441d9c09e8dd1d
617,18,"""Shake It Off""",Taylor Swift,2015,Shake It Off,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
618,19,"""Where Are Ü Now""",Skrillex and Diplo (Jack Ü) featuring Justin Bieber,2015,Where Are Ü Now (with Justin Bieber),False,https://i.scdn.co/image/ab67616d0000b27357fc4730e06c9ab20c1e073b,2015-02-24,https://p.scdn.co/mp3-preview/e0381d8974d0080b3db2456b74431fd8a17ba6e5?cid=914d599079cf414bb7441d9c09e8dd1d
619,20,"""Fight Song""",Rachel Platten,2015,Fight Song,False,https://i.scdn.co/image/ab67616d0000b273a9e4d7fae5dfcc8f9cc96bc9,2016-01-01,https://p.scdn.co/mp3-preview/6582e9303ef1c3369f1fb4a6af3a2c1556f69fe7?cid=914d599079cf414bb7441d9c09e8dd1d
620,21,"""679""",Fetty Wap featuring Remy Boyz,2015,679 (feat. Remy Boyz),True,https://i.scdn.co/image/ab67616d0000b2731769fa68b9643ca67c4d44ce,2015-06-29,https://p.scdn.co/mp3-preview/1bfdf966666378a6984063ef0631860e5286d587?cid=914d599079cf414bb7441d9c09e8dd1d
621,22,"""Lips Are Movin""",Meghan Trainor,2015,Lips Are Movin,False,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/584f1a5dab31376bfed9332eeab037a374e6b339?cid=914d599079cf414bb7441d9c09e8dd1d
622,23,"""Worth It""",Fifth Harmony featuring Kid Ink,2015,WORTH IT,False,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,2022-03-11,https://p.scdn.co/mp3-preview/12292a017e9b9f90ec0f96f706f64ef97d5b0d5b?cid=914d599079cf414bb7441d9c09e8dd1d
623,24,"""Post to Be""",Omarion featuring Chris Brown and Jhené Aiko,2015,Post to Be (feat. Chris Brown & Jhene Aiko),True,https://i.scdn.co/image/ab67616d0000b2731fee82228aa487380e1ee1dc,2014-12-02,https://p.scdn.co/mp3-preview/2075c762cab625aeaf0efc322c2e0d773514febe?cid=914d599079cf414bb7441d9c09e8dd1d
624,25,"""Honey, I'm Good.""",Andy Grammer,2015,"Honey, I'm Good.",False,https://i.scdn.co/image/ab67616d0000b27308387bff707fcd5318f0adb0,2014-08-05,https://p.scdn.co/mp3-preview/7ac809611d1ffa0d6daea4b79f54283b788088f0?cid=914d599079cf414bb7441d9c09e8dd1d
625,26,"""I'm Not the Only One""",Sam Smith,2015,I'm Not The Only One,False,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,2014-05-26,
626,27,"""Good for You""",Selena Gomez featuring ASAP Rocky,2015,Good For You,False,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,2015-10-09,
627,28,"""All About That Bass""",Meghan Trainor,2015,All About That Bass,True,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/bd6c0e165b80074444e4794ce07d8a416c3fe2dd?cid=914d599079cf414bb7441d9c09e8dd1d
628,29,"""Style""",Taylor Swift,2015,Style,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
629,30,"""Hotline Bling""",Drake,2015,Hotline Bling,False,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
630,31,"""Hey Mama""","David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",2015,Hey Mama,True,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,2005-08-30,
631,32,"""G.D.F.R.""",Flo Rida featuring Sage the Gemini and Lookas,2015,G.D.F.R.,False,https://i.scdn.co/image/ab67616d0000b27327de9c0dc148354992731389,2014-12-20,https://p.scdn.co/mp3-preview/a7a3a7917208a6bdc41193492ebb12619327cb50?cid=914d599079cf414bb7441d9c09e8dd1d
632,33,"""What Do You Mean?""",Justin Bieber,2015,What Do You Mean?,False,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-13,
633,34,"""Photograph""",Ed Sheeran,2015,Photograph,False,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,2014-06-21,https://p.scdn.co/mp3-preview/34704823c55ae09f26988b106784f884bb781068?cid=914d599079cf414bb7441d9c09e8dd1d
634,35,"""Hello""",Adele,2015,Hello (feat. A Boogie Wit da Hoodie),True,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,2020-07-20,
635,36,"""Stitches""",Shawn Mendes,2015,Stitches,False,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,2015-04-14,
636,37,"""Talking Body""",Tove Lo,2015,Talking Body,True,https://i.scdn.co/image/ab67616d0000b273d73966976fd29781c3a8dde0,2014-09-24,
637,38,"""Jealous""",Nick Jonas,2015,Jealous,False,https://i.scdn.co/image/ab67616d0000b273157bf6b6c046bbb3e7907eb0,2019-12-06,https://p.scdn.co/mp3-preview/8f8aea269c6b4189f047cd672f8bd4f84cf4c71f?cid=914d599079cf414bb7441d9c09e8dd1d
638,39,"""Time of Our Lives""",Pitbull and Ne-Yo,2015,Time of Our Lives,True,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,2014-11-21,https://p.scdn.co/mp3-preview/98acede443c4437c1b0feed4e9aa5b6265dd35dd?cid=914d599079cf414bb7441d9c09e8dd1d
639,40,"""Locked Away""",R. City featuring Adam Levine,2015,Locked Away (feat. Adam Levine),False,https://i.scdn.co/image/ab67616d0000b2739519b1a9e2b552407e65b01a,2015-10-09,https://p.scdn.co/mp3-preview/db1a7f7dc72d785d0360c8371160892a379862f6?cid=914d599079cf414bb7441d9c09e8dd1d
640,41,"""Somebody""",Natalie La Rose featuring Jeremih,2015,Somebody That I Used To Know,False,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,2011-01-01,
641,42,"""FourFiveSeconds""","Rihanna, Kanye West and Paul McCartney",2015,FourFiveSeconds,False,https://i.scdn.co/image/ab67616d0000b27336a9ed72b45e54ff307641be,2015-01-24,
642,43,"""Centuries""",Fall Out Boy,2015,Centuries,False,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,2015-01-20,
643,44,"""My Way""",Fetty Wap featuring Monty,2015,My Way,True,https://i.scdn.co/image/ab67616d0000b2734a31b146c7cf07705d912efe,2000-10-17,
644,45,"""Take Your Time""",Sam Hunt,2015,Take Your Time,False,https://i.scdn.co/image/ab67616d0000b2739e6b694939f7495f67a0de33,2014-10-27,
645,46,"""Animals""",Maroon 5,2015,Animals,False,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,2014-09-02,
646,47,"""I Don't Fuck with You""",Big Sean featuring E-40,2015,I Don't Fuck With You,True,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,2015-02-24,
647,48,"""Bitch Better Have My Money""",Rihanna,2015,Bitch Better Have My Money,True,https://i.scdn.co/image/ab67616d0000b273c137319751a89295f921cce8,2015-03-26,
648,49,"""Flex (Ooh, Ooh, Ooh)""",Rich Homie Quan,2015,"Flex (Ooh, Ooh, Ooh)",True,https://i.scdn.co/image/ab67616d0000b273c62a27893c8a67923c852ab1,2015-02-10,https://p.scdn.co/mp3-preview/ce79b24d0a1091a6a1cd2f5206b9990ffbca0385?cid=914d599079cf414bb7441d9c09e8dd1d
649,50,"""Nasty Freestyle""",T-Wayne,2015,Nasty Freestyle,True,https://i.scdn.co/image/ab67616d0000b273f77cce79bf033cc73f9c5b7d,2015-05-04,https://p.scdn.co/mp3-preview/b38274e832ebc3c4163beda0cb1df4bdc0ed07c4?cid=914d599079cf414bb7441d9c09e8dd1d
650,51,"""Only""","Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",2015,Only,True,https://i.scdn.co/image/ab67616d0000b2730f79d1616e3b02368d41f458,2014-12-15,
651,52,"""Elastic Heart""",Sia,2015,Elastic Heart,False,https://i.scdn.co/image/ab67616d0000b273b55ed804149fffbb5e35ff34,2015-05-04,https://p.scdn.co/mp3-preview/935dd9c3cf7933c8711753b025a9029d9986ec97?cid=914d599079cf414bb7441d9c09e8dd1d
652,53,"""Cool for the Summer""",Demi Lovato,2015,Cool for the Summer,True,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,2015-01-01,
653,54,"""Renegades""",X Ambassadors,2015,Renegades,False,https://i.scdn.co/image/ab67616d0000b27352e8aa3275f7a3ee9c1e3628,2015-06-30,
654,55,"""I Don't Mind""",Usher featuring Juicy J,2015,I Don't Mind (feat. Juicy J),True,https://i.scdn.co/image/ab67616d0000b2736e62a873c96524a3788a2edf,2014-11-21,https://p.scdn.co/mp3-preview/f1a70b4be07addd3107240880fcfb0bf382e7543?cid=914d599079cf414bb7441d9c09e8dd1d
655,56,"""Love Me Harder""",Ariana Grande and The Weeknd,2015,Love Me Harder,False,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,2014-08-25,
656,57,"""Wildest Dreams""",Taylor Swift,2015,Wildest Dreams,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
657,58,"""Stay with Me""",Sam Smith,2015,Stay With Me,True,https://i.scdn.co/image/ab67616d0000b273264a0478cccbc94ac61cb479,2020-10-11,https://p.scdn.co/mp3-preview/5d89d84a8f8d4d7b31137b0ac9cb739b8292cf5f?cid=914d599079cf414bb7441d9c09e8dd1d
658,59,"""You Know You Like It""",DJ Snake and AlunaGeorge,2015,You Know You Like It,False,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99,2014-10-14,
659,60,"""Uma Thurman""",Fall Out Boy,2015,Uma Thurman,False,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,2015-01-20,
660,61,"""7/11""",Beyoncé,2015,7/11,False,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,2014-11-24,https://p.scdn.co/mp3-preview/f2e34588dc915780f3f71c775558e19891c9172e?cid=914d599079cf414bb7441d9c09e8dd1d
661,62,"""The Heart Wants What It Wants""",Selena Gomez,2015,The Heart Wants What It Wants,False,https://i.scdn.co/image/ab67616d0000b273f7dd2cadacebfe2d3c5d96be,2014-01-01,
662,63,"""Girl Crush""",Little Big Town,2015,Girl Crush,False,https://i.scdn.co/image/ab67616d0000b273b241290f873c27bd45d09dd2,2014-10-21,
663,64,"""Slow Motion""",Trey Songz,2015,Slow Motion,False,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1,2015-06-23,https://p.scdn.co/mp3-preview/5bd9d37f859f86a979dd6ef80efb6b5f9a488da5?cid=914d599079cf414bb7441d9c09e8dd1d
664,65,"""Drag Me Down""",One Direction,2015,Drag Me Down,False,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,2015-11-13,https://p.scdn.co/mp3-preview/aaf7cd342750519d2504a5d2ddacbf6643e38450?cid=914d599079cf414bb7441d9c09e8dd1d
665,66,"""Truffle Butter""",Nicki Minaj featuring Drake and Lil Wayne,2015,Truffle Butter,True,https://i.scdn.co/image/ab67616d0000b2731e0a93db928b32f1992fd3e8,2014-12-15,
666,67,"""One Last Time""",Ariana Grande,2015,One Last Time,False,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,2014-08-25,
667,68,"""Chains""",Nick Jonas,2015,Chains,False,https://i.scdn.co/image/ab67616d0000b2733721c00c751f3596b38ffdad,2015-11-20,
668,69,"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,2015,All Eyes on You (feat. Chris Brown & Nicki Minaj),True,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,2015-06-29,https://p.scdn.co/mp3-preview/3db52e920b9a104b099504162066ddf5d02efb1b?cid=914d599079cf414bb7441d9c09e8dd1d
669,70,"""No Type""",Rae Sremmurd,2015,No Type,True,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460,2015-01-06,
670,71,"""Riptide""",Vance Joy,2015,Riptide,False,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03,2014-09-09,https://p.scdn.co/mp3-preview/fe5f6f3eeac1720c920f67eedfe899ccf900a819?cid=914d599079cf414bb7441d9c09e8dd1d
671,72,"""Classic Man""",Jidenna featuring Roman GianArthur,2015,Classic Man (feat. Roman GianArthur),True,https://i.scdn.co/image/ab67616d0000b273da89aa0d1de17a83f966e496,2015-02-03,https://p.scdn.co/mp3-preview/68d299e06c6d0efa4c0c14b642ce67f99a8cc3d4?cid=914d599079cf414bb7441d9c09e8dd1d
672,73,"""Ex's & Oh's""",Elle King,2015,Ex's & Oh's,False,https://i.scdn.co/image/ab67616d0000b273eb5a4a3ad6b9548ce4ca2c03,2015-02-13,https://p.scdn.co/mp3-preview/da4a73ba23893464ecb38fc0e7be99fe20dfc3b7?cid=914d599079cf414bb7441d9c09e8dd1d
673,74,"""Dear Future Husband""",Meghan Trainor,2015,Dear Future Husband,False,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/f1df1ce2a375625fb4a94a154666c663a7213f22?cid=914d599079cf414bb7441d9c09e8dd1d
674,75,"""Marvin Gaye""",Charlie Puth featuring Meghan Trainor,2015,Ain't No Mountain High Enough,False,https://i.scdn.co/image/ab67616d0000b2739173e50e99bdea2400222f02,1967-08-29,
675,76,"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,2015,Like I'm Gonna Lose You (feat. John Legend),False,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/f805735098a1642309b2bf01d6beb74aa22478e6?cid=914d599079cf414bb7441d9c09e8dd1d
676,77,"""Habits (Stay High)""",Tove Lo,2015,Habits (Stay High),False,https://i.scdn.co/image/ab67616d0000b273edbdf62135e9112a98bffa0c,2014-01-01,
677,78,"""The Hanging Tree""",James Newton Howard featuring Jennifer Lawrence,2015,The Hanging Tree,False,https://i.scdn.co/image/ab67616d0000b273bde3c2d2dcbee4dbd46b4e73,2014-11-24,
678,79,"""CoCo""",O.T. Genasis,2015,Cocoa Butter Kisses,True,https://i.scdn.co/image/ab67616d0000b273d95ab48a8a9de3c4a2cbfe80,2013-04-30,https://p.scdn.co/mp3-preview/ffb35cd39db5ff4229af5933994d4d631252ddaf?cid=914d599079cf414bb7441d9c09e8dd1d
679,80,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",2015,Bang Bang,False,https://i.scdn.co/image/ab67616d0000b273930f686fe89425c7b6bf9a7d,2014-10-14,
680,81,"""Lay Me Down""",Sam Smith,2015,Lay Me Down,False,https://i.scdn.co/image/ab67616d0000b273de48dc987cf862da9139e443,2015-11-06,
681,82,"""Tuesday""",ILoveMakonnen featuring Drake,2015,Tuesday's Gone,False,https://i.scdn.co/image/ab67616d0000b273128450651c9f0442780d8eb8,1973-01-01,
682,83,"""Hit the Quan""",iLoveMemphis,2015,Hit the Quan - Original Version,False,https://i.scdn.co/image/ab67616d0000b273d6e386bcbf4d73ce49364511,2015-10-09,https://p.scdn.co/mp3-preview/02233d2843d2ab3aa22e09667fd0f70b0bf0ad5f?cid=914d599079cf414bb7441d9c09e8dd1d
683,84,"""Downtown""","Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",2015,Downtown,False,https://i.scdn.co/image/ab67616d0000b2738c6b830c36c7b4ac43c3cee8,2017-11-19,https://p.scdn.co/mp3-preview/c042062576baf14b67383579a217c6fef5442573?cid=914d599079cf414bb7441d9c09e8dd1d
684,85,"""House Party""",Sam Hunt,2015,House Party,False,https://i.scdn.co/image/ab67616d0000b2739e6b694939f7495f67a0de33,2014-10-27,
685,86,"""Ayo""",Chris Brown and Tyga,2015,Ayo,True,https://i.scdn.co/image/ab67616d0000b273770842637a8e7348fc4687a3,2015-02-24,https://p.scdn.co/mp3-preview/813edf9e5843276c4aecfca6d532ab9bf89b4bef?cid=914d599079cf414bb7441d9c09e8dd1d
686,87,"""Kick the Dust Up""",Luke Bryan,2015,Kick The Dust Up,False,https://i.scdn.co/image/ab67616d0000b273835eac21a1158e54eecd6260,2015-08-07,
687,88,"""Blessings""",Big Sean featuring Drake and Kanye West,2015,Blessings,True,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,2015-02-24,
688,89,"""Budapest""",George Ezra,2015,Budapest,False,https://i.scdn.co/image/ab67616d0000b273d6df3bccf3ec41ea2f76debc,2014-06-30,https://p.scdn.co/mp3-preview/cd2c8b870213062aa333b5857fbce809b0b8de51?cid=914d599079cf414bb7441d9c09e8dd1d
689,90,"""Chandelier""",Sia,2015,Chandelier,False,https://i.scdn.co/image/ab67616d0000b273b55ed804149fffbb5e35ff34,2015-05-04,https://p.scdn.co/mp3-preview/f7eb04ff91fce71e50d91745bbc8e663e62dcaff?cid=914d599079cf414bb7441d9c09e8dd1d
690,91,"""Heartbeat Song""",Kelly Clarkson,2015,Heartbeat Song,False,https://i.scdn.co/image/ab67616d0000b2738612619562d9e86624479ec8,2015-02-27,https://p.scdn.co/mp3-preview/5eae990c918ffae0325011735d5a0ef11eed5f73?cid=914d599079cf414bb7441d9c09e8dd1d
691,92,"""Don't""",Ed Sheeran,2015,Don't,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4366b96eb84c2d0005a3830bc5e5753375a23363?cid=914d599079cf414bb7441d9c09e8dd1d
692,93,"""Ghost""",Ella Henderson,2015,Ghost,False,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,2021-03-19,
693,94,"""Here""",Alessia Cara,2015,Here Comes The Sun - Remastered 2009,False,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,1969-09-26,
694,95,"""Waves (Robin Schulz Remix)""",Mr Probz,2015,Waves - Robin Schulz Remix,False,https://i.scdn.co/image/ab67616d0000b2736b1e6c3de39b48225ad5ac95,2014-11-13,https://p.scdn.co/mp3-preview/7f5e722e505de27d1e4f28f6600423fa41048d40?cid=914d599079cf414bb7441d9c09e8dd1d
695,96,"""El Perdón""",Nicky Jam and Enrique Iglesias,2015,El Perdón (with Enrique Iglesias),False,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa,2017-01-20,https://p.scdn.co/mp3-preview/0efa75ccf1a0005618f070c722097f02bc91d9dd?cid=914d599079cf414bb7441d9c09e8dd1d
696,97,"""She Knows""",Ne-Yo featuring Juicy J,2015,She Knows (feat. Amber Coffman & Cults),True,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,2013-06-18,
697,98,"""Night Changes""",One Direction,2015,Night Changes,False,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,2014-11-17,https://p.scdn.co/mp3-preview/a455445486a84585607b644237a17fd2a5feb67d?cid=914d599079cf414bb7441d9c09e8dd1d
698,99,"""Back to Back""",Drake,2015,Back To Back,True,https://i.scdn.co/image/ab67616d0000b2733dc98872a3cf00117e4623e5,2015-07-31,
699,100,"""How Deep Is Your Love""",Calvin Harris and Disciples,2015,How Deep Is Your Love,False,https://i.scdn.co/image/ab67616d0000b273f4956c3ceefc6fa1cffc6da6,2015-07-17,https://p.scdn.co/mp3-preview/6ea882c92b0e9be9ee00fd213cf133f70ccefffb?cid=914d599079cf414bb7441d9c09e8dd1d
700,1,"""Happy""",Pharrell Williams,2014,"Happy - From ""Despicable Me 2""",False,https://i.scdn.co/image/ab67616d0000b273e8107e6d9214baa81bb79bba,2014-03-03,https://p.scdn.co/mp3-preview/fdc94bcbfd0c39af16ac4d2224152c17066bcce7?cid=914d599079cf414bb7441d9c09e8dd1d
701,2,"""Dark Horse""",Katy Perry featuring Juicy J,2014,Dark Horse,False,https://i.scdn.co/image/ab67616d0000b27347f930accd8ac01686401fa2,2013-10-18,
702,3,"""All of Me""",John Legend,2014,All of Me,False,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,2013-08-30,https://p.scdn.co/mp3-preview/562e8ed1dc5bf6235895b06904358e1472bfe41c?cid=914d599079cf414bb7441d9c09e8dd1d
703,4,"""Fancy""",Iggy Azalea featuring Charli XCX,2014,Fancy,True,https://i.scdn.co/image/ab67616d0000b273b1c6cf12c9fb4f9014b711ba,2014-01-01,
704,5,"""Counting Stars""",OneRepublic,2014,Counting Stars,False,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,
705,6,"""Talk Dirty""",Jason Derulo featuring 2 Chainz,2014,Talk Dirty (feat. 2 Chainz),True,https://i.scdn.co/image/ab67616d0000b2730376bdff8b70d934f297303e,2013-09-10,https://p.scdn.co/mp3-preview/0fc6f825e75d64cfbf29f29beb953b6b64c41f48?cid=914d599079cf414bb7441d9c09e8dd1d
706,7,"""Rude""",Magic!,2014,Rude,False,https://i.scdn.co/image/ab67616d0000b273604f8ac39f15d287e251f193,2014-06-25,https://p.scdn.co/mp3-preview/b2a7b00f0de0eebc99af0b7342e4567cfccb5a32?cid=914d599079cf414bb7441d9c09e8dd1d
707,8,"""All About That Bass""",Meghan Trainor,2014,All About That Bass,True,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/bd6c0e165b80074444e4794ce07d8a416c3fe2dd?cid=914d599079cf414bb7441d9c09e8dd1d
