,No.,Title,Artist(s),Year,spo_name,spo_id,explicit,images,release_date,preview_url,itunes_name,apple_id,genre,trackTime,trackView
533,34,"""Broccoli""",DRAM featuring Lil Yachty,2016,Broccoli,0qy5D3OJre7SPJNMOL9I71,True,https://i.scdn.co/image/ab67616d0000b273fdeac207b7369d188cb2221c,2016-04-06,https://p.scdn.co/mp3-preview/c9940b3db54007c7b6605e37240f460bdc8d2f5c?cid=914d599079cf414bb7441d9c09e8dd1d,Broccoli (feat. Lil Yachty),1100826073,Hip-Hop/Rap,225205,https://music.apple.com/us/album/broccoli-feat-lil-yachty/1100825905?i=1100826073&uo=4
534,35,"""Don't""",Bryson Tiller,2016,Don't,1TUuhV75FeOF6UObRsABo2,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4366b96eb84c2d0005a3830bc5e5753375a23363?cid=914d599079cf414bb7441d9c09e8dd1d,Don't,1031354882,R&B/Soul,198294,https://music.apple.com/us/album/dont/1031354875?i=1031354882&uo=4
535,36,"""Dangerous Woman""",Ariana Grande,2016,Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,False,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,,Dangerous Woman,1440843916,Pop,235950,https://music.apple.com/us/album/dangerous-woman/1440843597?i=1440843916&uo=4
536,37,"""Jumpman""",Drake and Future,2016,Jumpman,27GmP9AWRs744SzKcpJsTZ,True,https://i.scdn.co/image/ab67616d0000b273d6adfbd3f091d6f2b9af6507,2015-09-20,,Jumpman,1440843184,Hip-Hop/Rap,205879,https://music.apple.com/us/album/jumpman/1440842320?i=1440843184&uo=4
537,38,"""I Hate U, I Love U""",Gnash featuring Olivia O'Brien,2016,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,True,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,2016-03-25,https://p.scdn.co/mp3-preview/5e77c234feb6f88529d346f2a906dbc07aa914af?cid=914d599079cf414bb7441d9c09e8dd1d,"i hate u, i love u (feat. Olivia O'Brien)",1094931875,Pop,251034,https://music.apple.com/us/album/i-hate-u-i-love-u-feat-olivia-obrien/1094931816?i=1094931875&uo=4
538,39,"""Here""",Alessia Cara,2016,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,False,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,1969-09-26,,Here,1440738386,Pop,199354,https://music.apple.com/us/album/here-live-off-the-floor-bonus-track/1523769634?i=1523769872&uo=4
539,40,"""Same Old Love""",Selena Gomez,2016,Same Old Love,1BZG99C7Co1r6QUC3zaS59,False,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,2015-10-09,,Same Old Love,1066988148,Fitness & Workout,257907,https://music.apple.com/us/album/same-old-love-workout-mix/1066987724?i=1066988148&uo=4
540,41,"""Controlla""",Drake,2016,Controlla,3O8NlPh2LByMU9lSRSHedm,True,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,,Controlla,1440841382,Hip-Hop/Rap,245228,https://music.apple.com/us/album/controlla/1440841363?i=1440841382&uo=4
541,42,"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,2016,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,False,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/f805735098a1642309b2bf01d6beb74aa22478e6?cid=914d599079cf414bb7441d9c09e8dd1d,Like I'm Gonna Lose You (feat. John Legend),929825619,Pop,225635,https://music.apple.com/us/album/like-im-gonna-lose-you-feat-john-legend/929825574?i=929825619&uo=4
542,43,"""One Call Away""",Charlie Puth,2016,One Call Away,7soJgKhQTO8hLP2JPRkL5O,False,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,2016-01-29,https://p.scdn.co/mp3-preview/8e6aa8f4eeef389ece3f0a173f7c2aad4d21e84d?cid=914d599079cf414bb7441d9c09e8dd1d,One Call Away,1031416179,Pop,194453,https://music.apple.com/us/album/one-call-away/1031416178?i=1031416179&uo=4
543,44,"""Let It Go""",James Bay,2016,Let It Go,13HVjjWUZFaWilh2QUJKsP,False,https://i.scdn.co/image/ab67616d0000b273b36f5e7575a59b21aef432f2,2014-12-15,,Let It Go,1440618293,Musicals,227133,https://music.apple.com/us/album/let-it-go-single-version/1440618177?i=1440618293&uo=4
544,45,"""No""",Meghan Trainor,2016,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,2014-12-09,,NO,1089260138,Pop,213514,https://music.apple.com/us/album/no/1089260132?i=1089260138&uo=4
545,46,"""Never Forget You""",Zara Larsson and MNEK,2016,Never Forget You,6hmhG1b4LEyNuashVvuIAo,False,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,2017-03-17,https://p.scdn.co/mp3-preview/ffa9279140efd58fa454f14f33060a4680789d6c?cid=914d599079cf414bb7441d9c09e8dd1d,Never Forget You,418674098,Pop,212575,https://music.apple.com/us/album/never-forget-you/1201058048?i=1201058123&uo=4
546,47,"""Let Me Love You""",DJ Snake featuring Justin Bieber,2016,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2016-08-05,,Let Me Love You,1495796062,Neo-Soul,251111,https://music.apple.com/us/album/let-me-love-you-anniversary-edition/1495795919?i=1495796062&uo=4
547,48,"""Don't Mind""",Kent Jones,2016,Don't Mind,27PmvZoffODNFW2p7ehZTQ,True,https://i.scdn.co/image/ab67616d0000b273d46a9d869530328d7de85652,2016-04-25,https://p.scdn.co/mp3-preview/b17886fbe5644c01a8e74d4a1cbd7d05559a8144?cid=914d599079cf414bb7441d9c09e8dd1d,Don't Mind,1107777308,Hip-Hop/Rap,198237,https://music.apple.com/us/album/dont-mind/1107777062?i=1107777308&uo=4
548,49,"""H.O.L.Y.""",Florida Georgia Line,2016,H.O.L.Y.,0BCy325UZyR9z0t0uxwn2N,False,https://i.scdn.co/image/ab67616d0000b27305f4943d0f3a292234e74ab8,2016-08-26,,H.O.L.Y.,1476764754,Country,193467,https://music.apple.com/us/album/h-o-l-y-acoustic/1476764729?i=1476764754&uo=4
549,50,"""We Don't Talk Anymore""",Charlie Puth featuring Selena Gomez,2016,We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,False,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,2016-01-29,https://p.scdn.co/mp3-preview/0b61b7c36bd426086481769a4bb2e08cc417a01b?cid=914d599079cf414bb7441d9c09e8dd1d,We Don’t Talk Anymore (feat. Selena Gomez),1031416185,Pop,217711,https://music.apple.com/us/album/we-dont-talk-anymore-feat-selena-gomez/1031416178?i=1031416185&uo=4
550,51,"""Into You""",Ariana Grande,2016,Into You,63y6xWR4gXz7bnUGOk8iI6,False,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,,Into You,1440843926,Pop,244444,https://music.apple.com/us/album/into-you/1440843597?i=1440843926&uo=4
551,52,"""Gold""",Kiiara,2016,Gold Digger,45S5WTQEGOB1VHr1Q4FuPl,True,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,2005-08-30,,Gold,1094908777,Pop,225882,https://music.apple.com/us/album/gold/1094908663?i=1094908777&uo=4
552,53,"""Exchange""",Bryson Tiller,2016,Exchange,43PuMrRfbyyuz4QpZ3oAwN,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4dc058b1d6ed2716602a6e2387503cfb98597ba6?cid=914d599079cf414bb7441d9c09e8dd1d,Exchange,1031354880,R&B/Soul,194614,https://music.apple.com/us/album/exchange/1031354875?i=1031354880&uo=4
553,54,"""679""",Fetty Wap featuring Remy Boyz,2016,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,True,https://i.scdn.co/image/ab67616d0000b2731769fa68b9643ca67c4d44ce,2015-06-29,https://p.scdn.co/mp3-preview/1bfdf966666378a6984063ef0631860e5286d587?cid=914d599079cf414bb7441d9c09e8dd1d,679 (feat. Monty),1039459656,Hip-Hop/Rap,186987,https://music.apple.com/us/album/679-feat-monty/1039458694?i=1039459656&uo=4
554,55,"""Oui""",Jeremih,2016,oui,0PJIbOdMs3bd5AT8liULMQ,False,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,2015-12-04,,Oui,1440859985,R&B/Soul,238316,https://music.apple.com/us/album/oui/1440859822?i=1440859985&uo=4
555,56,"""Hands to Myself""",Selena Gomez,2016,Hands To Myself,1LoriJC05IrHIDwj3q0KC1,False,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,2015-10-09,,Hands to Myself,1445286093,Pop,198533,https://music.apple.com/us/album/hands-to-myself-kandy-remix/1445286089?i=1445286093&uo=4
556,57,"""2 Phones""",Kevin Gates,2016,2 Phones,0wdKiSBUT7aZkXUIdJWcwC,True,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,2016-01-29,https://p.scdn.co/mp3-preview/105edb45142ae879f75571d7546e495771d55c2b?cid=914d599079cf414bb7441d9c09e8dd1d,2 Phones,1086224445,Hip-Hop/Rap,240000,https://music.apple.com/us/album/2-phones/1086223780?i=1086224445&uo=4
557,58,"""Starboy""",The Weeknd featuring Daft Punk,2016,Starboy,7MXVkk9YMctZqd1Srtv4MB,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,,Starboy (feat. Daft Punk),1440871420,R&B/Soul,230461,https://music.apple.com/us/album/starboy-feat-daft-punk/1440871397?i=1440871420&uo=4
558,59,"""For Free""",DJ Khaled featuring Drake,2016,For Free (feat. Drake),5TqBAOIBe0bQA0spNdcG3k,True,https://i.scdn.co/image/ab67616d0000b2738c624614f33197bace0e11c4,2016-08-05,https://p.scdn.co/mp3-preview/e57d8f660b9f89e4d9021945c7b28809c80a1157?cid=914d599079cf414bb7441d9c09e8dd1d,For Free?,1440829129,Hip-Hop/Rap,130899,https://music.apple.com/us/album/for-free-interlude/1440828886?i=1440829129&uo=4
559,60,"""Never Be Like You""",Flume featuring Kai,2016,Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,True,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,2016-05-27,https://p.scdn.co/mp3-preview/458557f006530cbc7cd0877191438d18b4d05414?cid=914d599079cf414bb7441d9c09e8dd1d,Never Be Like You (feat. Marissa Flume),1124915105,Pop,277943,https://music.apple.com/us/album/never-be-like-you-feat-marissa-flume/1124914885?i=1124915105&uo=4
560,61,"""In the Night""",The Weeknd,2016,In The Night,25KybV9BOUlvcnv7nN3Pyo,True,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,,In the Night,1440826580,R&B/Soul,235605,https://music.apple.com/us/album/in-the-night/1440826239?i=1440826580&uo=4
561,62,"""Me Too""",Meghan Trainor,2016,Me Too,3yXFcbGxFn2au5q3pShkAe,True,https://i.scdn.co/image/ab67616d0000b273de876c64c4540805b0697f61,2018-09-28,https://p.scdn.co/mp3-preview/16d8cffe22ad9d87c81977fe9022d7fc79861136?cid=914d599079cf414bb7441d9c09e8dd1d,Me Too,1089260137,Pop,181243,https://music.apple.com/us/album/me-too/1089260132?i=1089260137&uo=4
562,63,"""Ex's & Oh's""",Elle King,2016,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,False,https://i.scdn.co/image/ab67616d0000b273eb5a4a3ad6b9548ce4ca2c03,2015-02-13,https://p.scdn.co/mp3-preview/da4a73ba23893464ecb38fc0e7be99fe20dfc3b7?cid=914d599079cf414bb7441d9c09e8dd1d,Ex's & Oh's,941366737,Alternative,202177,https://music.apple.com/us/album/exs-ohs/941366731?i=941366737&uo=4
563,64,"""Die a Happy Man""",Thomas Rhett,2016,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,False,https://i.scdn.co/image/ab67616d0000b273f00a1acf866539632b187ea0,2015-01-01,,Die a Happy Man,1440934778,Country,228333,https://music.apple.com/us/album/die-a-happy-man/1440934527?i=1440934778&uo=4
564,65,"""White Iverson""",Post Malone,2016,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,True,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,2016-12-09,,White Iverson,1440887523,Hip-Hop/Rap,256532,https://music.apple.com/us/album/white-iverson/1440890146?i=1440890903&uo=4
565,66,"""Close""",Nick Jonas featuring Tove Lo,2016,Closer,7BKLCZ1jbUBVqRi2FVlTVw,False,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2016-07-29,https://p.scdn.co/mp3-preview/aacaac1614505dbb3eb2045a31f2c0cb70e7aa59?cid=914d599079cf414bb7441d9c09e8dd1d,Close (feat. Tove Lo),1440844052,Pop,234202,https://music.apple.com/us/album/close-feat-tove-lo/1440844035?i=1440844052&uo=4
566,67,"""Unsteady""",X Ambassadors,2016,Unsteady,7lGKEWMXVWWTt3X71Bv44I,False,https://i.scdn.co/image/ab67616d0000b27352e8aa3275f7a3ee9c1e3628,2015-06-30,,Unsteady,1440843097,Alternative,204587,https://music.apple.com/us/album/unsteady-erich-lee-gravity-remix/1440843089?i=1440843097&uo=4
567,68,"""Sucker for Pain""","Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign featuring X Ambassadors",2016,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,True,https://i.scdn.co/image/ab67616d0000b2737d8dfcfd507069d7f2062caf,2016-06-24,https://p.scdn.co/mp3-preview/d0b392ff9e4e4a2631ecf3f81556a6e5d3952a5b?cid=914d599079cf414bb7441d9c09e8dd1d,Sucker for Pain,1125281480,Fitness & Workout,247648,https://music.apple.com/us/album/sucker-for-pain-workout-mix/1132019589?i=1132020844&uo=4
568,69,"""Down in the DM""",Yo Gotti featuring Nicki Minaj,2016,Down In the DM (feat. Nicki Minaj) - Remix,5w1vhNA2OEWUQ371QzyMmM,True,https://i.scdn.co/image/ab67616d0000b273c8c70753a009d425129d5372,2016-02-19,https://p.scdn.co/mp3-preview/ce3a393713079b5587a2e3951f9842d13cbbadd1?cid=914d599079cf414bb7441d9c09e8dd1d,Down In the DM (feat. Nicki Minaj),1080829765,Hip-Hop/Rap,258219,https://music.apple.com/us/album/down-in-the-dm-feat-nicki-minaj-remix/1080829420?i=1080829765&uo=4
569,70,"""Luv""",Tory Lanez,2016,Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,True,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,2020-12-11,https://p.scdn.co/mp3-preview/526fac9bf5fe2761ffef453f439de6fe5b43dd0b?cid=914d599079cf414bb7441d9c09e8dd1d,Luv,1445308006,R&B/Soul,214147,https://music.apple.com/us/album/luv-tieks-remix/1445308003?i=1445308006&uo=4
570,71,"""Sorry""",Beyoncé,2016,Sorry Bout That,4VHkjPgAis9JNfc1URn7zZ,True,https://i.scdn.co/image/ab67616d0000b27387b1f578fa40d6ac504b57d7,2021-06-10,https://p.scdn.co/mp3-preview/b6009222c449a901e64c6429c1f8b1de4efe284b?cid=914d599079cf414bb7441d9c09e8dd1d,Sorry,140862708,Hard Rock,226147,https://music.apple.com/us/album/sorry/140862914?i=140862708&uo=4
571,72,"""Can't Feel My Face""",The Weeknd,2016,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,False,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,,Can't Feel My Face,1440826389,R&B/Soul,213525,https://music.apple.com/us/album/cant-feel-my-face/1440826239?i=1440826389&uo=4
572,73,"""Hymn for the Weekend""",Coldplay,2016,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,False,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,2015-12-04,https://p.scdn.co/mp3-preview/b14e14b9e6c1dbe07461d078a88194363c64e1bf?cid=914d599079cf414bb7441d9c09e8dd1d,Hymn for the Weekend,1053934844,Alternative,258827,https://music.apple.com/us/album/hymn-for-the-weekend/1053933969?i=1053934844&uo=4
573,74,"""Say It""",Tory Lanez,2016,Say It,2Gyc6e2cLxA5hoX1NOvYnU,True,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6,2016-08-19,,Sayit,1445290420,Electronic,385921,https://music.apple.com/us/album/sayit/1445290404?i=1445290420&uo=4
574,75,"""Antidote""",Travis Scott,2016,Antidote,1wHZx0LgzFHyeIZkUydNXq,True,https://i.scdn.co/image/ab67616d0000b2737433176f037e0ba14190c34f,2015-09-04,https://p.scdn.co/mp3-preview/6eb248e92afb947cfa2c52b84396f8873d76a01c?cid=914d599079cf414bb7441d9c09e8dd1d,Antidote,1456177234,Hip-Hop/Rap,262705,https://music.apple.com/us/album/antidote/1456176981?i=1456177234&uo=4
575,76,"""Lost Boy""",Ruth B,2016,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,False,https://i.scdn.co/image/ab67616d0000b2731ad149489625bd3b7d9ea6a2,2015-08-21,https://p.scdn.co/mp3-preview/8c0e578bff7b1553a0bf0a56f01670310214af64?cid=914d599079cf414bb7441d9c09e8dd1d,Lost Boy,1219506533,Singer/Songwriter,276853,https://music.apple.com/us/album/lost-boy/1058970671?i=1058970683&uo=4
576,77,"""Side to Side""",Ariana Grande featuring Nicki Minaj,2016,Side To Side,43bCmCI0nSgcT7QdMXY6LV,True,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,,Side 2 Side,1440843930,Hip-Hop/Rap,218400,https://music.apple.com/us/album/side-2-side/159381912?i=159382080&uo=4
577,78,"""Sit Still, Look Pretty""",Daya,2016,"Sit Still, Look Pretty",0EGuSSpuu9wmHCtvb4PdLO,False,https://i.scdn.co/image/ab67616d0000b2730dafb636aafb59400f5f39ed,2016-10-07,https://p.scdn.co/mp3-preview/c4bf4c6b2c0535878b87eb02508aae2609cab79f?cid=914d599079cf414bb7441d9c09e8dd1d,"Sit Still, Look Pretty",1028772926,Pop,202221,https://music.apple.com/us/album/sit-still-look-pretty/1153787466?i=1153788147&uo=4
578,79,"""Wildest Dreams""",Taylor Swift,2016,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,,Wildest Dreams,1444855512,Pop,220433,https://music.apple.com/us/album/wildest-dreams/1440935467?i=1440936036&uo=4
579,80,"""Middle""",DJ Snake featuring Bipolar Sunshine,2016,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,False,https://i.scdn.co/image/ab67616d0000b27353a2e11c1bde700722fecd2e,2020-01-10,https://p.scdn.co/mp3-preview/01c7e5d3addb5c2f8535145f0136087836882525?cid=914d599079cf414bb7441d9c09e8dd1d,Middle (feat. Bipolar Sunshine),1445024242,Dance,175613,https://music.apple.com/us/album/middle-feat-bipolar-sunshine-4b-remix/1445024112?i=1445024242&uo=4
580,81,"""On My Mind""",Ellie Goulding,2016,On My Mind,54hA0ldJYyT1huGfSeOjdQ,False,https://i.scdn.co/image/ab67616d0000b27341cdac44ad3dd7f37fd8e9a9,2021-03-12,https://p.scdn.co/mp3-preview/67e0911897bde2df49a5224e1430dd7b4bab59fb?cid=914d599079cf414bb7441d9c09e8dd1d,On My Mind,1135666757,Pop,213445,https://music.apple.com/us/album/on-my-mind/1440835579?i=1440835886&uo=4
581,82,"""Pop Style""",Drake featuring Jay-Z and Kanye West[a],2016,Pop Style,5mPSyjLatqB00IkPqRlbTE,True,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,,Pop Style,1440841389,Hip-Hop/Rap,212949,https://music.apple.com/us/album/pop-style/1440841363?i=1440841389&uo=4
582,83,"""When We Were Young""",Adele,2016,When We Were Young,7GgWAITsYJaRM3r50rfh5w,False,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,2015-11-20,https://p.scdn.co/mp3-preview/7af11217eccfb267032b8b480d93915f18c64f46?cid=914d599079cf414bb7441d9c09e8dd1d,When We Were Young,1544494407,Pop,290900,https://music.apple.com/us/album/when-we-were-young/1544494115?i=1544494407&uo=4
583,84,"""Hide Away""",Daya,2016,Hide Away,0uyZ5ckiIUbFZd3P6RWmrj,False,https://i.scdn.co/image/ab67616d0000b2730dafb636aafb59400f5f39ed,2016-10-07,https://p.scdn.co/mp3-preview/1854b3c4ccff7d0fcd06aac0db69502ea3e8413f?cid=914d599079cf414bb7441d9c09e8dd1d,Hideaway,1445055020,Electronic,251987,https://music.apple.com/us/album/hideaway/1445055019?i=1445055020&uo=4
584,85,"""Lean On""",Major Lazer and DJ Snake featuring MØ,2016,Lean On,1Lim1Py7xBgbAkAys3AGAG,False,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,2015-11-27,https://p.scdn.co/mp3-preview/554f717643d8609879a39f0605383d39f60e9484?cid=914d599079cf414bb7441d9c09e8dd1d,Lean On (feat. MØ & DJ Snake),975443020,Electronic,176561,https://music.apple.com/us/album/lean-on-feat-m%C3%B8-dj-snake/975442615?i=975443020&uo=4
585,86,"""I Know What You Did Last Summer""",Shawn Mendes and Camila Cabello,2016,I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,False,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,2015-04-14,,I Know What You Did Last Summer,277058989,Horror,6050272,https://itunes.apple.com/us/movie/i-know-what-you-did-last-summer/id277058989?uo=4
586,87,"""All the Way Up""",Fat Joe and Remy Ma featuring French Montana and Infared,2016,All The Way Up,61QSuw5VlC0LTS8WMO356g,True,https://i.scdn.co/image/91f40b5a93fcd4c30a74fcda4a995bd2aa0ffac2,2016-03-02,https://p.scdn.co/mp3-preview/b912776cfad3a2240cefc9abea7543ba72487e30?cid=914d599079cf414bb7441d9c09e8dd1d,All the Way Up (feat. French Montana & Infared),1089053403,Hip-Hop/Rap,191942,https://music.apple.com/us/album/all-the-way-up-feat-french-montana-infared/1089053099?i=1089053403&uo=4
587,88,"""Watch Me""",Silentó,2016,Watch Me (Whip / Nae Nae),5RIVoVdkDLEygELLCniZFr,False,https://i.scdn.co/image/ab67616d0000b2735a5aa346c3d8f54d4762125e,2015-05-04,,Watch Me,1445849248,Soundtrack,175453,https://music.apple.com/us/album/watch-me/1445849094?i=1445849248&uo=4
588,89,"""Back to Sleep""",Chris Brown,2016,Back To Sleep,6dlpABcXrQKRU9G00i6Zba,True,https://i.scdn.co/image/ab67616d0000b273ff2b8f3e3482f9375ca347e5,2015-12-18,https://p.scdn.co/mp3-preview/51d23be2c475b36154e3f3f5a05282b588a200d7?cid=914d599079cf414bb7441d9c09e8dd1d,Back to Sleep,1059869490,R&B/Soul,201266,https://music.apple.com/us/album/back-to-sleep/1059869479?i=1059869490&uo=4
589,90,"""No Limit""",Usher featuring Young Thug,2016,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,True,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,2017-12-15,https://p.scdn.co/mp3-preview/0591d0e11984a4801a496a4d9270e9f89cbd973a?cid=914d599079cf414bb7441d9c09e8dd1d,No Limit (feat. A$AP Rocky & Cardi B),1308645432,Hip-Hop/Rap,245439,https://music.apple.com/us/album/no-limit-feat-a%24ap-rocky-cardi-b/1308645364?i=1308645432&uo=4
590,91,"""Cut It""",O.T. Genasis featuring Young Dolph,2016,Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,True,https://i.scdn.co/image/ab67616d0000b2737d0faf9840d5be7ad16b6e05,2015-09-25,https://p.scdn.co/mp3-preview/3587d11980950b4cef53b7bbd2ccfec1125935a5?cid=914d599079cf414bb7441d9c09e8dd1d,Cut It (feat. Young Dolph),1041185276,Hip-Hop/Rap,222600,https://music.apple.com/us/album/cut-it-feat-young-dolph/1041185267?i=1041185276&uo=4
591,92,"""Really Really""",Kevin Gates,2016,Really Really,10I3CmmwT0BkOVhduDy53o,True,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,2016-01-29,https://p.scdn.co/mp3-preview/603a904972f059e1a67de91a5045347066014683?cid=914d599079cf414bb7441d9c09e8dd1d,Really Really,1086224444,Hip-Hop/Rap,232090,https://music.apple.com/us/album/really-really/1086223780?i=1086224444&uo=4
592,93,"""All In My Head (Flex)""",Fifth Harmony featuring Fetty Wap,2016,All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,False,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,2016-05-27,https://p.scdn.co/mp3-preview/4e8f37af78ce18aeda4844762931015deecb87d5?cid=914d599079cf414bb7441d9c09e8dd1d,All In My Head (Flex) [feat. Fetty Wap],1087445220,Pop,210583,https://music.apple.com/us/album/all-in-my-head-flex-feat-fetty-wap/1087445205?i=1087445220&uo=4
